Al2SO4)3,DeltaHf,-3440,kJ/mol
Al2SO4)3,SolubleOther,slightly soluble in alcohol,NoUnits
Al2SO4)3,MeltingPtC,770,C
CaCN2,Density,2.29,g/cm^3
CaCN2,MolarMass,80.102,g/mol
CaCN2,Odor,odorless,NoUnits
CaCN2,Appearance,White solid Often gray or black from impurities,NoUnits
CaCN2,Solubility,Reacts,NoUnits
CaCN2,BoilingPtC,1150,to 1200 C
CaCN2,MeltingPtC,1340,C
NiF2,Density,4.72,g/cm^3
NiF2,MolarMass,96.6902,g/mol
NiF2,Appearance,Yellowish to green tetragonal crystals,NoUnits
NiF2,Solubility,4,g/100 mL
NiF2,BoilingPtC,1750,C
NiF2,SolubleOther,insoluble in alcohol,NoUnits
NiF2,MeltingPtC,1474,C
BaO2,Density,5.68,g/cm^3 anhydrous 2.292 g/cm^3 octahydrate
BaO2,MolarMass,169.33,g/mol anhydrous 
BaO2,Odor,odorless,NoUnits
BaO2,Appearance,white crystalline anhydrous ,NoUnits
BaO2,BoilingPtC,800,C
BaO2,SolubleOther,dissolves with decomposition in acid,NoUnits
BaO2,MeltingPtC,450,C
Na2TeO3,Density,6.245,g/cm^3
Na2TeO3,MolarMass,221.57774,g/mol
Na2TeO3,BoilingPt,unknown very high,NoUnits
Na2TeO3,Appearance,white crystals,NoUnits
Na2TeO3,Solubility,soluble ,NoUnits
Na2TeO3,MeltingPtC,710,C
P4S3,Density,2.08,g.cm^3
P4S3,MolarMass,220.093,g/mol
P4S3,Appearance,yellow,NoUnits
P4S3,BoilingPtC,408,C
P4S3,MeltingPtC,172.5,C
CoNO3)2,Density,2.49,g/cm^3 anhydrous 
CoNO3)2,MolarMass,182.943,g/mol anhydrous 
CoNO3)2,Odor,odorless hexahydrate,NoUnits
CoNO3)2,Appearance,pale red powder anhydrous ,NoUnits
CoNO3)2,BoilingPtC,100,to 105 C
CoNO3)2,SolubleOther,soluble in alcohol,NoUnits
CoNO3)2,MeltingPtC,100,C
UO2SO4,MolarMass,366.09,g/mol
UO2SO4,Solubility,27,NoUnits
UO2SO4,Density,3,NoUnits
NaClO4,Density,2.4994,g/cm^3 
NaClO4,MolarMass,122.44,g/mol
NaClO4,Appearance,White crystalline solid,NoUnits
NaClO4,Solubility,209.6,g/100 mL 25 C
NaClO4,BoilingPtC,482,C
NaClO4,RefractIndex,1.4617,NoUnits
NaClO4,MeltingPtC,468,C
SeF6,DeltaHf,1030,kJ/mol
SeF6,HeatCapacity,Selenium hexafluoride is the inorganic compound with the chemical formula,NoUnits
SeF6,Density,7.887,kg/m^3 g/L
SeF6,MolarMass,192.9534,g/mol
SeF6,Appearance,colourless gas,NoUnits
SeF6,Solubility,insoluble,NoUnits
SeF6,BoilingPtC,6.6,C
SeF6,editor,King,NoUnits
SeF6,MeltingPt_ref,,NoUnits
SeF6,encyclopedia,Encyclopedia of Inorganic Chemistry,NoUnits
SeF6,VaporPressure,1,atm 20C
SeF6,RefractIndex,1.895,NoUnits
SeF6,MeltingPtC,4.6,C
ErCl3,Density,4.1,g/cm^3 anhydrous
ErCl3,MolarMass,273.62,g/mol anhydrous
ErCl3,BoilingPtC,1500,C
ErCl3,postscript,Noneref,NoUnits
ErCl3,MeltingPtC,776,C
P4O10,Density,2.39,g/cm^3
P4O10,MolarMass,283.886,g mol^1
P4O10,Appearance,white powderbr very deliquescentbr pungent odour,NoUnits
P4O10,Solubility,exothermic hydrolysis,NoUnits
P4O10,BoilingPtC,360,C
P4O10,VaporPressure,1,mmHg @ 385 C stable form
P4O10,MeltingPt,sublimes,NoUnits
ThO2,DeltaHf,-12264,kJ/mol
ThO2,Density,10.00,g/cm^3
ThO2,MolarMass,264.04,g/mol
ThO2,Odor,odorless,NoUnits
ThO2,Appearance,white solid,NoUnits
ThO2,Solubility,insoluble,NoUnits
ThO2,BoilingPtC,4400,C
ThO2,Entropy,65.22,JK^-1mol^-1
ThO2,RefractIndex,2.200,thorianite
ThO2,SolubleOther,insoluble in alkali ,NoUnits
ThO2,MeltingPtC,3390,C
K2Cr2O7,DeltaHf,-2033,kJ/mol
K2Cr2O7,Density,2.676,g/cm^3
K2Cr2O7,MolarMass,294.185,g/mol
K2Cr2O7,Odor,odorless,NoUnits
K2Cr2O7,Appearance,orange crystalline solid,NoUnits
K2Cr2O7,Solubility,4.9,g/100 mL 0 C 
K2Cr2O7,BoilingPtC,500,C
K2Cr2O7,Entropy,291.2,JK^1mol^1
K2Cr2O7,RefractIndex,1.738,NoUnits
K2Cr2O7,SolubleOther,insoluble in alcohol,NoUnits
K2Cr2O7,MeltingPtC,398,C
MgO,Density,3.58,g/cm^3
MgO,Dipole,6.2, 0.6 D
MgO,RefractIndex,1.7355,NoUnits
MgO,MolarMass,40.3044,g/mol
MgO,Odor,Odorless,NoUnits
MgO,Solubility,0.00062,g/100 mL 0 C 
MgO,BoilingPtC,3600,C
MgO,MeltingPtC,2852,C
MgO,Appearance,White powder,NoUnits
MgO,BandGap,7.8,eV
MgO,DeltaGf,-596.6,kJ/mol
MgO,SolubleOther,Soluble in acid,NoUnits
MgO,HeatCapacity,37.8,J/mol K
MgO,Entropy,26.9,Jmol^1K^1
MgO,DeltaHf,01.8,kJmol^1
IF5,MolarMass,221.89,g/mol
IF5,Density,3.250,g/cm^3
IF5,Appearance,colorless or pale yellow liquid,NoUnits
IF5,Solubility,Reacts,NoUnits
IF5,BoilingPtC,97.85,C
IF5,MeltingPtC,9.43,C
AgI,Density,5.675,g/cm^3
AgI,MolarMass,234.77,g/mol
AgI,Odor,odorless,NoUnits
AgI,Appearance,yellow,NoUnits
AgI,BoilingPtC,1506,C
AgI,SolubilityProduct,8.52, 10 ^17
AgI,Entropy,115,Jmol^1K^1
AgI,DeltaHf,2,kJmol^1
AgI,SolubleOther,soluble in acid,NoUnits
AgI,MeltingPtC,558,C
PH3,DeltaHf,5,kJmol^1
PH3,Density,1.379,g/l
PH3,MolarMass,33.99758,g/mol
PH3,Viscosity,1.1,x 10^5 Pa s
PH3,Odor,faint,NoUnits
PH3,Appearance,colorless gas,NoUnits
PH3,Solubility,31.2,mg/100 ml 17 C
PH3,BoilingPtC,-87.7,C
PH3,Entropy,210,Jmol^1K^1
PH3,VaporPressure,41.3,atm 20C
PH3,RefractIndex,2.144,NoUnits
PH3,SolubleOther,soluble in alcohol,NoUnits
PH3,MeltingPtC,-132.8,C
B5H9,Density,0.618,g/mL
B5H9,MolarMass,63.12,g/mol
B5H9,Odor,pungent,NoUnits
B5H9,Appearance,Colorless liquid,NoUnits
B5H9,Solubility,Reacts with water,NoUnits
B5H9,BoilingPtC,60.1,C
B5H9,VaporPressure,171,mmHg 20C
B5H9,MeltingPtC,-46.8,C
B4C,Density,2.52,g/cm^3
B4C,MolarMass,55.255,g/mol
B4C,Appearance,dark gray or black powder,NoUnits
B4C,Solubility,insoluble,NoUnits
B4C,BoilingPtC,3500,C
B4C,pKa,67,20 C
B4C,MeltingPtC,2763,C
PdNO3)2,MolarMass,230.43,g/mol
PdNO3)2,MeltingPt,100,C
PdNO3)2,Appearance,brown solid,NoUnits
PdNO3)2,Solubility,Soluble,NoUnits
BeCO3,DeltaGf,-948,kJ/mol
BeCO3,Entropy,52,J/molK
BeCO3,HeatCapacity,65,J/molK
BeCO3,Solubility,0.36,g/100 mL
BeCO3,BoilingPtC,100,C
ZnSO4,DeltaHf,83,kJmol^1
ZnSO4,Density,3.54,g/cm^3 anhydrous 
ZnSO4,Odor,odorless,NoUnits
ZnSO4,Appearance,white powder,NoUnits
ZnSO4,BoilingPtC,740,C
ZnSO4,Entropy,120,Jmol^1K^1
ZnSO4,RefractIndex,1.658,anhydrous
ZnSO4,SolubleOther,alcohols,NoUnits
ZnSO4,MeltingPtC,680,C
AuF3,DeltaHf,-363.3,kJ/mol
AuF3,HeatCapacity,GoldIII fluoride,NoUnits
AuF3,Density,6.75,g/cm^3
AuF3,MolarMass,253.962,g/mol
AuF3,align,center  class,NoUnits
AuF3,Appearance,yellow hexagonal crystal system,NoUnits
AuF3,MeltingPt,300C,NoUnits
COCl2,Density,4.248,g/L 15 C
COCl2,MolarMass,98.92,g mol^1
COCl2,Odor,suffocating,NoUnits
COCl2,Appearance,colorless gas,NoUnits
COCl2,Solubility,decomposes in water,NoUnits
COCl2,BoilingPtC,8.3,C
COCl2,VaporPressure,1.6,atm 20C
COCl2,SolubleOther,soluble in benene,NoUnits
COCl2,MeltingPtC,18,C
BaS,Density,4.25,g/cm^3 
BaS,MolarMass,169.39,g/mol
BaS,BoilingPt,decomposes,NoUnits
BaS,Solubility,2.88,g/100 mL 0 C 
BaS,RefractIndex,2.155,NoUnits
BaS,SolubleOther,insoluble in alcohol,NoUnits
BaS,MeltingPtC,1200,C
RbNO2,Density,3.11,g/cm^3
RbNO2,MolarMass,147.473,g/mol
RbNO2,Appearance,White hygroscopic solid,NoUnits
RbNO2,BoilingPtC,578,C
RbNO2,MeltingPtC,310,C
RbNO2,RefractIndex,1.524,NoUnits
Se2S6,MolarMass,350.32,g/mol
Se2S6,SolubleOther,soluble in carbon disulfide,NoUnits
Se2S6,MeltingPtC,121.5,C
Se2S6,Appearance,orange needles,NoUnits
Se2S6,Density,2.44,g/cm^3
NH4OH,DeltaHf,0,kJmol^1
NH4OH,Name,Ammonia solutionref,NoUnits
NH4OH,Density,0.91,g/cm^3 25 % w/w<br />0.88 g/cm^3 35 % w/w
NH4OH,MolarMass,35.04,g/mol
NH4OH,Odor,Fishy,NoUnits
NH4OH,Appearance,Colourless liquid,NoUnits
NH4OH,Solubility,Miscible,NoUnits
NH4OH,Entropy,111,Jmol^1K^1
NH4OH,Properties_ref,,NoUnits
NH4OH,MeltingPtC,7.5,C
NaCN,DeltaHf,-91,kJ/mol
NaCN,HeatCapacity,70.4,J/mol K
NaCN,Density,1.5955,g/cm^3
NaCN,MolarMass,49.0072,g/mol
NaCN,Odor,like,NoUnits
NaCN,Appearance,white solid,NoUnits
NaCN,Solubility,48.15,g/100 mL 10 C 
NaCN,BoilingPtC,1496,C
NaCN,Entropy,115.7,J/mol K
NaCN,RefractIndex,1.452,NoUnits
NaCN,MeltingPtC,563.7,C
Si3N4,MeltingPtF,3,NoUnits
Si3N4,Appearance,grey,NoUnits
Si3N4,Solubility,Insoluble,NoUnits
Si3N4,Density,3.2,g/cm^3
AlNO3)3,Density,1.72,g/cm^3 nonahydrate
AlNO3)3,MolarMass,212.996,g/mol anhydrous <br /> 375.134 g/mol nonahydrate
AlNO3)3,Odor,odorless,NoUnits
AlNO3)3,Appearance,White crystals,NoUnits
AlNO3)3,BoilingPtC,150,C
AlNO3)3,Solvent1,methanol,NoUnits
AlNO3)3,Solvent3,ethylene glycol,NoUnits
AlNO3)3,Solvent2,ethanol,NoUnits
AlNO3)3,Solubility3,18.32,g/100ml
AlNO3)3,Solubility2,8.63,g/100ml
AlNO3)3,Solubility1,14.45,g/100ml
AlNO3)3,RefractIndex,1.54,NoUnits
K2SO4,Density,2.66,g/cm^3
K2SO4,MolarMass,174.259,g/mol
K2SO4,Odor,odorless,NoUnits
K2SO4,Appearance,White solid,NoUnits
K2SO4,Solubility,111,g/L 20 C <br /> 120 g/L 25 C <br /> 240 g/L 100 C
K2SO4,BoilingPtC,1689,C
K2SO4,RefractIndex,1.495,NoUnits
K2SO4,SolubleOther,slightly soluble in glycerol br  insoluble in acetone,NoUnits
BaClO3)2,MolarMass,304.23,g/mol
BaClO3)2,MeltingPtC,413.9,C
BaClO3)2,Appearance,white solid,NoUnits
BaClO3)2,Solubility,27.5,g/100 ml 20 C
BaClO3)2,Density,3.18,g/cm^3
CrO2Cl2,Density,1.911,g/mL
CrO2Cl2,MolarMass,154.9008,g/mol
CrO2Cl2,Odor,musty,NoUnits
CrO2Cl2,BoilingPt,117,C
CrO2Cl2,Appearance,deep red fuming liquid,NoUnits
CrO2Cl2,Solubility,Reacts,NoUnits
CrO2Cl2,VaporPressure,20,mmHg 20 C
CrO2Cl2,MeltingPt,-96.5,C
CsF,DeltaHf,-555,kJ/mol
CsF,Density,4.115,g/cm^3
CsF,MolarMass,151.90,g/mol
CsF,Appearance,white crystalline solid,NoUnits
CsF,Solubility,367,g/100 ml 18 C
CsF,BoilingPtC,1251,C
CsF,RefractIndex,1.477,NoUnits
CsF,MeltingPtC,682,C
Fe2O3,DeltaHf,24.2,kJ/mol
Fe2O3,CH<sub>3</sub>COOH<ref name,00,/>
Fe2O3,HeatCapacity,103.9,J/molK
Fe2O3,Density,5.242,g/cm^3
Fe2O3,Odor,Odorless,NoUnits
Fe2O3,Appearance,brown solid,NoUnits
Fe2O3,Solubility,Insoluble,NoUnits
Fe2O3,MeltingPt_ref,,NoUnits
Fe2O3,DeltaGf,42.2,kJ/mol
Fe2O3,place,New York,NoUnits
Fe2O3,"F K<br> -monohydrate, decomposes<ref name",00cite book,NoUnits
Fe2O3,Entropy,87.4,J/molK
Fe2O3,MeltingPtC,1539-1565,C
SiO2,MolarMass,60.08,g/mol
SiO2,Odor,OdorlessSilica gel is a granularity,NoUnits
SiO2,Appearance,Transparent beads,NoUnits
MnF4,Density,3.61,g cm<sup3 calc.
MnF4,assignee,Astor ElectronicsShowa Denko,NoUnits
MnF4,MolarMass,130.93,g mol^1
MnF4,Solubility,reacts violently,NoUnits
MnF4,publication-date,2006-03-30,NoUnits
MnF4,publication-place,2006033480.</ref>,NoUnits
MnF4,Appearance,blue solid,NoUnits
MnF4,contribution,PCT Appl,NoUnits
MnF4,Properties_ref,,NoUnits
Cl2O,Solvent,other solvents,NoUnits
Cl2O,MolarMass,86.9054,g/mol
Cl2O,Appearance,yellow gas,NoUnits
Cl2O,Solubility,very soluble,NoUnits
Cl2O,BoilingPtC,2.0,C
Cl2O,Entropy,265.9,J K^1 mol^1
Cl2O,DeltaHf,80.3,kJ mol^1
Cl2O,SolubleOther,4sub,NoUnits
Cl2O,MeltingPtC,20.6,C
Ag2S,DeltaHf,2.59,kJ/mol
Ag2S,HeatCapacity,76.57,J/molK
Ag2S,Odor,Odorless,NoUnits
Ag2S,Appearance,black crystal,NoUnits
Ag2S,"KNO<sub>3</sub><br> Insoluble in acids, alkalies, aqueous ammoniums<ref name",00cite book,NoUnits
Ag2S,Solubility,6.2110^15,g/L 25 C
Ag2S,SolubilityProduct,6.3110^50,NoUnits
Ag2S,MeltingPt_ref,,NoUnits
Ag2S,DeltaGf,0.71,kJ/mol
Ag2S,place,New York,NoUnits
Ag2S,Entropy,143.93,J/molK
Ag2S,SolubleOther,Soluble in aq hydrogen cyanide,NoUnits
Ag2S,MeltingPtC,836,C
SnF2,Density,4.57,g/cm^3
SnF2,MolarMass,156.69,g/mol
SnF2,Appearance,colorless solid,NoUnits
SnF2,Solubility,31,g/100 mL 0 C; <br />35 g/100 mL 20 C; <br />78.5 g.100 mL 106 C
SnF2,BoilingPtC,850,C
SnF2,SolubleOther,soluble in potassium hydroxide,NoUnits
SnF2,MeltingPtC,213,C
H2SiF6,Odor,sour,NoUnits
H2SiF6,Appearance,transparent,NoUnits
H2SiF6,Solubility,miscible,NoUnits
H2SiF6,BoilingPtC,108.5,C
H2SiF6,MeltingPt,ca convert,NoUnits
H2SiF6,RefractIndex,1.3465,NoUnits
C1O2,DeltaHf,93.5,kJmol^1
C1O2,HeatCapacity,37.135,J/K mol
C1O2,Appearance,Colorless gas,NoUnits
C1O2,Odor,Odorless,NoUnits
C1O2,SublimationConditions,8.5,C; 109.2 F; 194.7 K 1 atm
C1O2,Dipole,0,D
C1O2,Solubility,1.45,g/L at convert
C1O2,pKa,6.35,NoUnits
C1O2,Entropy,214,Jmol^1K^1
C1O2,MeltingPtK,216.6,K
C1O2,VaporPressure,5.73,MPa 20 C
C1O2,Viscosity,0.07,Poise
C1O2,RefractIndex,1.00045,NoUnits
GaS,MolarMass,101.788,g mol^1
GaS,MeltingPtC,965,C
GaS,Appearance,Yellow crystals,NoUnits
GaS,Density,3.86,g cm^3
H3NO,HeatCapacity,46.47,J K^1 mol^1
H3NO,LogP,.758,NoUnits
H3NO,Appearance,Vivid white,NoUnits
H3NO,pKb,8.05,NoUnits
H3NO,pKa,5.95,NoUnits
H3NO,Entropy,236.18,J K^1 mol^1
H3NO,DeltaHf,9.9,kJ mol^1
N2O4,Density,1.44246,g/cm^3 liquid
N2O4,MolarMass,92.011,g/mol
N2O4,Appearance,Colourless liquidOrange gas,NoUnits
N2O4,Solubility,reacts,NoUnits
N2O4,BoilingPtC,21.69,C
N2O4,Entropy,304.29,JK^1mol^1
N2O4,RefractIndex,1.00112,NoUnits
N2O4,MeltingPtC,1.2,C
H1BrO4,MolarMass,128.91,NoUnits
H1BrO4,MeltingPt,decomposes before melting,NoUnits
GaCl3,Density,2.47,g/cm^3
GaCl3,Appearance,colorless crystals ,NoUnits
GaCl3,Solubility,very soluble,NoUnits
GaCl3,BoilingPtC,201,C
GaCl3,SolubleOther,soluble in benene,NoUnits
GaCl3,MeltingPtC,77.9,C
NaOCN,HeatCapacity,86.6,J/mol K
NaOCN,Density,1.893,g/cm^3
NaOCN,MolarMass,65.01,g/mol
NaOCN,Odor,odorless,NoUnits
NaOCN,Appearance,white crystalline solid,NoUnits
NaOCN,Solubility,11.6,g/100 mL 25 C
NaOCN,Entropy,119.2,J/mol K
NaOCN,DeltaHf,00,kJ/mol
NaOCN,MeltingPtC,550,C
Hg2Cl2,DeltaHf,65,kJmol^1
Hg2Cl2,Density,7.150,g/cm^3
Hg2Cl2,MolarMass,472.09,g/mol
Hg2Cl2,Appearance,White solid,NoUnits
Hg2Cl2,Solubility,0.2,mg/100 mL
Hg2Cl2,BoilingPtC,383,C
Hg2Cl2,Entropy,196,Jmol^1K^1
Hg2Cl2,RefractIndex,1.973,NoUnits
Hg2Cl2,SolubleOther,insoluble in ethanol,NoUnits
Hg2Cl2,MeltingPtC,525,C
Y2S3,MolarMass,274.010,g/mol
Y2S3,MeltingPtC,1925,C
Y2S3,Appearance,yellow cubic crystal system,NoUnits
Y2S3,Density,3.87,g/cm^3
AuCl,MolarMass,232.423,g/mol
AuCl,Appearance,yellow solid,NoUnits
AuCl,Solubility,very slightly soluble,NoUnits
AuCl,BoilingPtC,298,C
AuCl,SolubleOther,soluble in hydrochloric acid,NoUnits
AuCl,MeltingPtC,170,C
AgClO4,Density,2.806,g/cm^3
AgClO4,MolarMass,207.319,g/mol
AgClO4,Appearance,Colorless hygroscopic crystals,NoUnits
AgClO4,Solubility,557,g/100 mL 25 C 
AgClO4,SolubleOther,soluble in organic solvents,NoUnits
AgClO4,MeltingPtC,486,C
H1NO3,DeltaHf,07,kJmol^1
H1NO3,Density,1.5129,g cm^3
H1NO3,Odor,acrid,NoUnits
H1NO3,Appearance,Colorless,NoUnits
H1NO3,Dipole,2.17, 0.02 D
H1NO3,Solubility,Completely miscible,NoUnits
H1NO3,RefractIndex,1.397,16.5 C
H1NO3,pKa,14,NoUnits
H1NO3,Entropy,146,Jmol^1K^1
H1NO3,location,Ithaca,NoUnits
H1NO3,VaporPressure,48,mmHg 20 C
H1NO3,MeltingPtC,-42,C
ZnF2,Density,4.95,g/cm^3 anhydrous 
ZnF2,MolarMass,103.406,g/mol anhydrous 
ZnF2,Appearance,white needles ,NoUnits
ZnF2,Solubility,000052,g/100 mL anhydrous 
ZnF2,BoilingPtC,1500,C
ZnF2,SolubleOther,sparingly soluble in hydrochloric acid,NoUnits
ZnF2,MeltingPtC,872,C
CuCl,Density,4.145,g/cm^3
CuCl,MolarMass,98.999,g/mol
CuCl,Appearance,white powder,NoUnits
CuCl,Solubility,0.0062,g/100 mL 20 C
CuCl,BoilingPtC,1490,C
CuCl,SolubilityProduct,1.72,x 10^7
CuCl,SolubleOther,insoluble in ethanol ,NoUnits
CuCl,MeltingPtC,426,C
Cr2O3,DeltaHf,128,kJmol^1
Cr2O3,Solvent,alcohol,NoUnits
Cr2O3,Density,5.22,g/cm^3
Cr2O3,MolarMass,151.9904,g/mol
Cr2O3,Appearance,light to dark green,NoUnits
Cr2O3,Solubility,insoluble,NoUnits
Cr2O3,BoilingPtC,4000,C
Cr2O3,Entropy,81,Jmol^1K^1
Cr2O3,RefractIndex,2.551,NoUnits
Cr2O3,SolubleOther,insoluble in alcohol,NoUnits
Cr2O3,MeltingPtC,2435,C
NH4)2CrO4,DeltaHf,-1163,kJ/mol
NH4)2CrO4,Density,1.90,g/ml
NH4)2CrO4,MolarMass,152.07,g/mol
NH4)2CrO4,Appearance,yellow crystals,NoUnits
NH4)2CrO4,Entropy,657,J/Kmol
NH4)2CrO4,location,Boca Raton,NoUnits
NH4)2CrO4,MeltingPtC,185,C
ZnTe,ElectronMobility,340,cm^2/Vs
ZnTe,HeatCapacity,264,J/kgK
ZnTe,Density,6.34,g/cm^3
ZnTe,MolarMass,192.99,g/mol
ZnTe,BandGap,2.26,eV
ZnTe,Appearance,red crystals,NoUnits
ZnTe,MeltingPt_ref,,NoUnits
ZnTe,MeltingPtK,1568,K
ZnTe,ThermalConductivity,108,mW/cmK
ZnTe,RefractIndex,3.56,NoUnits
NH4)2PtCl6,Density,3.065,g/cm^3
NH4)2PtCl6,MolarMass,443.87,g/mol
NH4)2PtCl6,series,Inorganic Syntheses,NoUnits
NH4)2PtCl6,Odor,odorless,NoUnits
NH4)2PtCl6,Appearance,yellow crystals,NoUnits
NH4)2PtCl6,Solubility,0.289,g/100ml 0 C<br /> 0.7 g/100ml 15 C
NH4)2PtCl6,hexachloroplatinic acid with a solution of an ammonium salt.<ref name,Kauufcite journal,NoUnits
NH4)2PtCl6,MeltingPtC,380,C
Rb2Te,MolarMass,298.54,g/mol
Rb2Te,BoilingPt,Rubidium telluride is the inorganic compound with the formula rubidium,NoUnits
Rb2Te,Appearance,green powder,NoUnits
Rb2Te,pmc, cite web,NoUnits
Rb2Te,MeltingPtC,775,C
ZnI2,Density,4.74,g/cm^3
ZnI2,MolarMass,319.22,g/mol
ZnI2,Appearance,white solid,NoUnits
ZnI2,Solubility,450,g/100mL 20 C
ZnI2,BoilingPtC,1150,C
ZnI2,MeltingPtC,446,C
HN3,Density,1.09,g/cm^3
HN3,MolarMass,43.03,g/mol
HN3,Appearance,colorless,NoUnits
HN3,Solubility,highly soluble,NoUnits
HN3,SolubleOther,soluble in alkali,NoUnits
HN3,MeltingPtC,-80,C
OF2,Solvent,slightly soluble in alcohol,NoUnits
OF2,HeatCapacity,43.3,J/mol K
OF2,MolarMass,53.9962,g/mol
OF2,Odor,peculiar,NoUnits
OF2,Appearance,colorless gas,NoUnits
OF2,Solubility,hydrolyes,NoUnits
OF2,BoilingPtC,44.75,C
OF2,DeltaGf,42.5,kJ/mol
OF2,Entropy,246.98,J/mol K
OF2,VaporPressure,1,atm 20C
OF2,DeltaHf,24.5,kJ mol^1
OF2,MeltingPtC,23.8,C
GaSb,Density,5.614,g/cm^3
GaSb,MolarMass,191.483,g/mol
GaSb,ElectronMobility,3000,cm^2/V*s 300 K
GaSb,BandGap,0.726,eV 300 K
GaSb,Solubility,insoluble,NoUnits
GaSb,ThermalConductivity,0.32,W/cm*K 300 K
GaSb,RefractIndex,3.8,NoUnits
GaSb,MeltingPtC,712,C
P4S10,Solvent,other solvents,NoUnits
P4S10,Density,2.09,g/cm^3
P4S10,MolarMass,444.555,g mol
P4S10,Odor,rotten eggs,NoUnits
P4S10,Appearance,gray to yellow solid,NoUnits
P4S10,Solubility,hydrolyses,NoUnits
P4S10,BoilingPtC,514,C
P4S10,VaporPressure,1,mmHg 300C
P4S10,SolubleOther,0.222,g / 100g carbon disulfide
P4S10,MeltingPtC,288,C
CsCl,Density,3.988,g/cm^3
CsCl,MolarMass,168.36,g/mol
CsCl,BandGap,8.35,eV 80 K
CsCl,Appearance,white solid ,NoUnits
CsCl,Solubility,162,g/100 mL 0 C 
CsCl,BoilingPtC,1297,C
CsCl,RefractIndex,1.64,NoUnits
CsCl,SolubleOther,soluble in ethanol,NoUnits
CsCl,MeltingPtC,645,C
IF7,MolarMass,259.90,g/mol
IF7,MeltingPtC,4.5,C
IF7,Appearance,colorless gas,NoUnits
IF7,BoilingPtC,4.8,C
IF7,Density,2.6,g/cm^3 6 C 
TiC,Density,4.93,g/cm^3
TiC,MolarMass,59.89,g/mol
TiC,Appearance,black powder,NoUnits
TiC,Solubility,insoluble in water,NoUnits
TiC,BoilingPtC,4820,C
TiC,MeltingPtC,3160,C
EuCl3,MolarMass,258.323,g/mol
EuCl3,SolubleOther,Soluble,NoUnits
EuCl3,Solvent,other solvents,NoUnits
EuCl3,MeltingPtC,632,C
FeCl3,Solvent,acetone,NoUnits
FeCl3,Density,2.898,g/cm^3 anhydrous 
FeCl3,MolarMass,162.2,g/mol anhydrous 
FeCl3,Odor,slight hydrochloric acid,NoUnits
FeCl3,BoilingPt,convert,NoUnits
FeCl3,Viscosity,40%,solution: 12 cPoise
FeCl3,MeltingPtC,306,C
VBr3,MolarMass,290.654,g/mol
VBr3,SolubleOther,soluble in THFbr forms adduct,NoUnits
VBr3,Appearance,brown solid,NoUnits
VBr3,Solubility,soluble,NoUnits
VBr3,Density,4,g/cm^3
Na2O,HeatCapacity,72.95,J/molK
Na2O,Density,2.27,g/cm^3
Na2O,SublimationConditions,1275,C
Na2O,Appearance,white solid,NoUnits
Na2O,Solubility,reacts violently to form sodium hydroxide,NoUnits
Na2O,BoilingPtC,1950,C
Na2O,DeltaGf,-377.1,kJ/mol
Na2O,Entropy,73,J/molK
Na2O,DeltaHf,-416,kJ/mol
Na2O,SolubleOther,reacts with ethanol,NoUnits
Na2O,MeltingPtC,1132,C
AlSb,DeltaHf,-50.4,kJ/mol
AlSb,Density,4.26,g/cm^3
AlSb,MolarMass,148.742,g/mol
AlSb,BandGap,1.58,eV
AlSb,Appearance,black crystals,NoUnits
AlSb,Solubility,insoluble,NoUnits
AlSb,BoilingPtC,2467,C
AlSb,Entropy,65,J/mol K
AlSb,RefractIndex,3.3,NoUnits
AlSb,MeltingPtC,1060,C
NH4ClO3,MeltingPtC,380,C
NH4ClO3,Appearance,small colorless crystals,NoUnits
NH4ClO3,Density,2.42,g/cm^3
O3,Entropy,238.92,J K^1 mol^1
O3,BoilingPtK,161,K
O3,Odor,pungent,NoUnits
O3,Density,2.144,mg cm^3 at 0 C
O3,Appearance,colorless to pale blue gas,NoUnits
O3,Solubility,1.05,g L^1 at 0 C
O3,DeltaHf,142.67,kJ mol^1
O3,SolubleOther,very soluble in carbon tetrachloride,NoUnits
O3,VaporPressure,1,atm 20 C
MoBr2,MolarMass,225.75,g/mol
MoBr2,MeltingPtC,700,C
MoBr2,Appearance,red solid ,NoUnits
MoBr2,Solubility,insoluble,NoUnits
MoBr2,Density,4.88,g/cm^3
UO2CO3),Solvent,other solvents,NoUnits
UO2CO3),MolarMass,330,g/mol
B6O,Density,2.56,g/cm^3
B6O,MolarMass,80.865,g/mol
B6O,Appearance,Reddish icosahedral twinned crystals,NoUnits
B6O,twinned groups of twenty tetrahedral crystals.<ref name,millan cite journal,NoUnits
B6O,MeltingPtC,2000,C
UO2CH3COO)2,Density,2.89,g/cm^3 dihydrate
UO2CH3COO)2,MolarMass,424.146,g/mol dihydrate
UO2CH3COO)2,Appearance,green crystals dihydrate,NoUnits
UO2CH3COO)2,Solubility, 7694 g100 ml water someone confirm this,NoUnits
UO2CH3COO)2,MeltingPt,80,C dihydrate
UO2CH3COO)2,SolubleOther,slightly soluble in ethanol,NoUnits
PCl3,DeltaHf,-319.7,kJ/mol
PCl3,Solvent,other solvents,NoUnits
PCl3,Density,1.574,g/cm^3
PCl3,MolarMass,137.33,g/mol
PCl3,Viscosity,0.65,cP 0 C 
PCl3,Odor,like hydrochloric acid,NoUnits
PCl3,Appearance,Colorless to yellow fuming liquid,NoUnits
PCl3,Dipole,0.97,Debye
